ACTUAL TIME (ms),TIME INTERVAL (ms),Accel X,Accel Y,label
3981,7,-0.35598755,4.7815704,0
8350,0,0.44221497,4.199997,0
11255,3,0.58677673,4.4619446,0
3622,4,-0.38510132,4.8240204,0
8364,4,0.40786743,4.287201,0
8665,1,0.50935364,4.6278534,0
11985,3,0.31259155,4.3365784,0
6088,8,0.33566284,4.848053,0
4111,5,-0.1709137,4.83992,0
5400,4,0.22045898,5.075577,0
5317,7,0.071014404,4.9138184,0
6899,4,0.35258484,4.7806854,0
9528,4,0.70713806,4.630295,0
6114,3,0.2811737,4.865402,0
9782,8,0.6505127,4.623535,0
2290,7,-1.3044281,5.114151,0
4317,3,0.18867493,5.177109,0
485,4,-3.401123,2.5656128,0
10485,4,0.7519684,4.6945496,0
8259,4,0.51000977,4.4466705,0
1807,14,-1.9639587,5.1548615,0
10016,3,0.6600647,4.6768646,0
7700,4,0.46348572,2.9946747,0
238,4,-3.3911743,1.7961731,0
6971,5,0.34439087,4.7388153,0
10692,4,0.64160156,4.5506744,0
7290,5,-0.28242493,4.6071625,0
1031,0,-1.1918488,4.122772,0
3048,4,-0.42730713,4.7884064,0
2337,3,-1.204483,5.149338,0
3919,4,-0.3462677,4.783142,0
6232,4,0.32929993,4.9615936,0
101,4,-4.3672028,1.7278595,0
2878,5,-0.49267578,4.712036,0
11790,4,0.4646759,4.4737244,0
3026,5,-0.44725037,4.8139343,0
2384,4,-1.1099854,4.931717,0
5794,8,0.54045105,5.1442413,0
9330,9,0.39283752,4.4958344,0
11513,4,0.60113525,4.4916534,0
7114,8,0.2780304,4.7472687,0
5255,4,-0.19667053,4.7952576,0
1357,3,-0.4678192,4.9608,0
2419,3,-1.0610046,4.830414,0
6317,4,0.20159912,4.857422,0
1677,0,-2.429428,5.385849,0
645,3,-2.9328003,4.5708466,0
1978,0,-1.3919067,5.105896,0
9505,3,0.6703491,4.567322,0
6126,4,0.28303528,4.8329163,0
7447,9,0.8250427,4.7837524,0
4009,4,-0.24290466,4.888199,0
4720,3,-0.19863892,5.325058,0
1032,0,-1.1339264,4.2177734,0
9872,4,0.73760986,4.696945,0
10024,8,0.64372253,4.6825867,0
3915,4,-0.3569336,4.7870636,0
11864,3,0.4949646,4.404022,0
8946,7,0.32774353,4.400772,0
1930,0,-1.3521271,5.1598206,0
4873,0,-0.18104553,5.08815,0
5977,3,0.25602722,4.717972,0
6411,4,0.27664185,4.8190613,0
1199,0,-0.967453,4.4511566,0
8040,8,0.6643219,3.2000427,0
3474,8,-0.39283752,4.854965,0
3566,10,-0.338562,4.8892975,0
4654,4,0.2151947,5.8297577,0
4095,4,-0.44630432,4.8025665,0
2642,3,-0.44612122,5.0222626,0
12454,4,0.5406494,4.485626,0
513,8,-3.4498138,3.1931152,0
11896,4,0.45030212,4.362076,0
10341,4,0.63705444,4.6875763,0
1234,0,-0.5673981,4.6633606,0
11778,3,0.47958374,4.510208,0
10411,1,0.49339294,4.584503,0
5294,4,-0.12953186,4.8667755,0
2639,6,-0.49945068,4.978195,0
4212,3,0.2420044,5.01651,0
11150,4,0.4862213,4.424011,0
2595,3,-0.4451294,5.0684357,0
2310,8,-1.2585449,5.124115,0
4056,4,-0.22659302,4.8958893,0
9165,4,0.4653473,4.481476,0
12247,4,0.46562195,4.388092,0
10200,8,0.62997437,4.6639557,0
11619,5,0.43704224,4.3860626,0
9931,4,0.67762756,4.6314697,0
8350,0,0.45939636,4.2229004,0
11847,6,0.5077667,4.402466,0
5934,3,0.2250061,4.8013153,0
6966,4,0.36672974,4.720398,0
,96,-3.4,-0.2,1
11743,3,0.5082092,4.4599304,0
11474,4,0.5557251,4.467163,0
5673,4,0.16534424,4.850189,0
6513,4,0.21894836,4.8865814,0
7313,3,-0.3190155,4.5317535,0
6532,4,0.35731506,4.8836975,0
11994,9,0.32339478,4.360153,0
5540,3,0.18054199,4.877838,0
1563,3,-2.101532,5.3368683,0
7534,10,0.82362366,4.2297363,0
4595,4,-1.2176056,5.0261536,0
6766,0,0.2401886,4.9196167,0
6321,4,0.22940063,4.8710938,0
5712,4,0.19139099,4.785309,0
321,6,-3.0345306,3.1496582,0
9739,4,0.705307,4.6337433,0
5482,5,0.25680542,5.0924225,0
,128,-0.2,1,1
11462,4,0.48817444,4.417038,0
6631,9,0.3226776,4.9177704,0
432,4,-3.3625793,2.486679,0
4329,8,0.19676208,5.1688538,0
348,4,-3.0503998,2.8406677,0
3584,5,-0.4000244,4.8881226,0
5974,4,0.23968506,4.6923065,0
2439,4,-1.1128387,4.901779,0
3830,5,-0.4000244,4.826233,0
12462,8,0.536499,4.4599304,0
12020,4,0.47583008,4.3697357,0
7989,3,0.72584534,3.215042,0
97,4,-4.1867065,2.0379944,0
1483,0,-1.1804352,5.266876,0
11915,3,0.38879395,4.393692,0
6001,8,0.39233398,4.892273,0
6185,4,0.3007965,4.8822327,0
6911,4,0.30786133,4.6948853,0
3990,5,-0.38719177,4.8001404,0
5587,3,0.32920837,4.8231506,0
6130,4,0.29684448,4.8236084,0
1483,0,-1.1980896,5.2428284,0
3868,4,-0.39071655,4.7195435,0
1654,4,-2.128952,5.556259,0
12313,3,0.38671875,4.3549194,0
1879,0,-1.3949585,5.1176147,0
6766,0,0.17018127,4.9570923,0
1349,0,-0.34532166,5.136215,0
11552,4,0.55085754,4.4455566,0
10071,3,0.61605835,4.625122,0
11720,4,0.5832367,4.463562,0
9734,6,0.7423096,4.6755066,0
11425,6,0.3856659,4.4487457,0
4158,5,0.30203247,5.1636963,0
3422,7,-0.51097107,4.812668,0
5626,4,0.09689331,4.8496857,0
4914,0,-0.3423462,4.9196167,0
8056,8,0.5914154,3.1598663,0
1155,0,-1.09906,4.1336517,0
6368,8,0.2619171,4.8174286,0
12470,4,0.55085754,4.4145813,0
11716,8,0.59243774,4.467102,0
5310,3,0.080200195,4.9297943,0
12270,7,0.49316406,4.431198,0
1031,43,-1.3760223,4.126007,0
1199,0,-0.96383667,4.4455566,0
6767,0,0.44430542,5.0859985,0
2145,4,-1.2259827,5.077667,0
6767,1,0.2980652,4.9354706,0
6880,5,0.4277649,4.954468,0
10759,4,0.8369446,4.7675476,0
4966,4,0.14320374,4.9734344,0
6592,0,0.60865784,5.0430603,0
6432,6,0.31414795,4.883194,0
403,4,-2.9568634,2.6354218,0
3658,5,-0.3455963,4.8519287,0
,28,-3,-0.2,1
4364,8,0.25047302,5.2179565,0
5861,8,0.37652588,5.076782,0
10223,3,0.77560425,4.6872253,0
11708,4,0.61672974,4.467102,0
,206,-0.2,-0.2,1
9004,4,0.25558472,4.31044,0
8774,0,0.17871094,4.130417,0
5584,9,0.36026,4.838669,0
6856,6,0.45550537,4.924301,0
7169,8,0.31111145,4.6843414,0
6766,0,0.27005005,4.910385,0
5618,8,0.17028809,4.8429565,0
4017,8,-0.22270203,4.941162,0
798,12,-4.0161743,4.0783386,0
4415,7,0.112197876,5.133545,0
10556,4,0.598053,4.7492676,0
8618,1,0.48921204,4.4954224,0
1677,0,-2.4470673,5.3437653,0
12533,8,0.6797943,4.4886475,0
,160,0,-1.5,1
2935,8,-0.44969177,4.7406616,0
11853,6,0.5077667,4.402466,0
1079,0,-1.8435211,3.5169983,0
7782,3,0.6534424,3.1455078,0
3446,3,-0.39186096,4.855957,0
,66,-12.6,-3,1
6158,9,0.2420044,4.8190613,0
10349,4,0.58317566,4.6825867,0
9975,9,0.66729736,4.584854,0
10733,4,1.0237427,4.746048,0
12032,4,0.52111816,4.355255,0
3255,4,-0.33119202,4.844803,0
4665,4,-0.28018188,5.5424805,0
8126,8,0.9255829,3.9545593,0
5470,4,0.22262573,5.075943,0
540,4,-3.0779266,3.7304077,0
,164,0.2,0.6,1
,72,-14.2,-3.4,1
10943,2,0.3635254,4.3016815,0
6622,3,0.3647766,4.9416046,0
630,5,-2.6407166,4.5245056,0
8376,4,0.36410522,4.3225403,0
11626,7,0.44311523,4.3806915,0
10777,3,0.66841125,4.6264343,0
414,0,-3.0523071,2.6171112,0
8103,4,0.50579834,3.4794312,0
11645,8,0.457489,4.317444,0
5869,5,0.30665588,5.0400696,0
9380,8,0.40782166,4.452118,0
,76,-13.4,-3,1
1584,4,-2.2167206,5.3461456,0
,140,-1,-0.6,1
1878,0,-1.2705078,5.4191895,0
4914,0,-0.36972046,4.925995,0
5653,8,0.13674927,4.8740234,0
,12,-13.4,0.2,1
10833,3,0.24475098,4.3593597,0
9473,2,0.53466797,4.504196,0
2716,3,-0.5149536,4.778412,0
9310,8,0.4212799,4.4955444,0
1602,3,-1.8518829,5.2970276,0
4872,52,0.18815613,5.142212,0
3692,3,-0.4129486,4.775955,0
1321,3,-0.27671814,5.2056885,0
698,0,-3.6331635,3.5268097,0
6649,4,0.36045837,4.9441376,0
11610,7,0.4143982,4.3665466,0
2380,4,-1.128418,4.9635315,0
11912,4,0.40725708,4.3844757,0
10872,4,0.26971436,4.28804,0
10410,10,0.49339294,4.588806,0
5537,5,0.14952087,4.8870544,0
3806,8,-0.4072113,4.763443,0
5568,8,0.3555603,4.8889313,0
12216,11,0.52212524,4.4750214,0
11305,3,0.4244995,4.3578796,0
11672,3,0.59103394,4.4297333,0
10325,4,0.6770477,4.714386,0
2927,4,-0.45030212,4.722748,0
4263,4,0.08958435,5.07045,0
6204,3,0.36421204,4.9194946,0
7368,4,0.48979187,4.6717987,0
5149,6,-0.15582275,4.8660736,0
2044,0,-1.5691376,5.0848083,0
9407,4,0.37971497,4.4527435,0
8829,3,0.4669037,4.3983,0
12403,4,0.39024353,4.422714,0
4165,4,0.23669434,5.1513214,0
7663,6,0.46432495,2.7938843,0
4356,4,0.22450256,5.1981506,0
4717,5,-0.3625641,5.279129,0
5731,3,0.36286926,4.964432,0
948,0,-2.6651,3.453354,0
2141,3,-1.2167206,5.0890656,0
7283,0,-0.10202026,4.6742096,0
2524,3,-0.83795166,4.9173584,0
12544,4,0.60305786,4.4967957,0
2198,6,-1.1981506,5.206909,0
2482,8,-0.54034424,5.0494537,0
1979,0,-1.5435028,5.096298,0
250,8,-3.372467,1.884201,0
5235,6,-0.13835144,4.7588654,0
6443,3,0.28419495,4.938904,0
6248,6,0.27372742,4.924698,0
3400,4,-0.478714,4.8193817,0
10767,4,0.73490906,4.728363,0
4251,4,-0.083984375,5.0789337,0
10173,2,0.52212524,4.6610413,0
1753,0,-1.2024689,5.386917,0
8411,2,0.221344,4.143982,0
12559,2,0.60113525,4.46463,0
7611,0,0.29249573,3.5420532,0
9252,5,0.4627533,4.414917,0
8927,2,0.3425598,4.4527435,0
6455,9,0.24716187,4.993454,0
9898,6,0.7191162,4.636368,0
11996,2,0.35435486,4.3665466,0
,118,-0.2,-0.2,1
,250,0,-1.5,1
10810,8,0.36611938,4.4429626,0
7649,4,0.48576355,2.846527,0
10572,2,0.58677673,4.737381,0
8774,0,0.12724304,4.1240845,0
1458,4,-0.9645386,5.3922577,0
8177,8,0.73742676,4.3306885,0
6962,4,0.3665619,4.697174,0
719,0,-4.135437,4.0224457,0
8348,62,0.37156677,4.19693,0
9810,4,0.62986755,4.624222,0
8977,12,0.3138275,4.3306427,0
297,4,-2.7677917,3.8309479,0
6592,13,0.61550903,5.0729065,0
11348,6,0.40646362,4.3665466,0
11755,3,0.5002899,4.4524536,0
5025,9,0.4225769,5.142273,0
6619,2,0.39735413,4.9625244,0
7411,8,0.64624023,4.6246185,0
7872,3,0.80947876,3.3706818,0
6766,1,0.17018127,4.9797974,0
3494,2,-0.3939972,4.8383026,0
10280,7,0.8399658,4.6754,0
478,0,-3.3460236,2.4640045,0
12126,3,0.55085754,4.4825897,0
8509,2,-0.90626526,3.904358,0
2853,4,-0.48768616,4.696945,0
9176,4,0.37464905,4.4852753,0
1354,5,-0.43093872,5.010803,0
11252,3,0.5840454,4.486923,0
7016,4,0.3138275,4.714752,0
3083,3,-0.3516388,4.8332977,0
7083,8,0.37971497,4.6858063,0
6824,11,0.2436676,4.8064575,0
3516,3,-0.3336792,4.8450317,0
8403,7,0.4229126,4.3144073,0
7310,8,-0.35087585,4.526581,0
3430,4,-0.45477295,4.836136,0
3415,3,-0.52931213,4.802185,0
5762,0,0.50953674,5.0956116,0
11733,10,0.5491791,4.446106,0
948,0,-2.5966034,3.5145721,0
2085,0,-1.6452789,5.0539856,0
10696,4,0.68800354,4.5911713,0
12092,4,0.60910034,4.4942627,0
5431,4,0.17338562,5.0657043,0
5415,3,0.19778442,5.056076,0
8664,0,0.9874115,4.7487946,0
6145,3,0.25978088,4.790329,0
8617,0,0.46018982,4.4293823,0
10443,8,0.60214233,4.676407,0
9774,5,0.6147003,4.6263123,0
9942,3,0.75146484,4.6687164,0
11970,4,0.31349182,4.3005676,0
,300,-0.2,-0.2,1
3356,3,-0.4078827,4.766815,0
6419,8,0.2947998,4.8279114,0
4321,4,0.19172668,5.1586304,0
5016,4,0.39830017,5.1511536,0
,60,-13.4,-5.4,1
6111,5,0.2959442,4.8765106,0
1155,0,-1.2792664,3.8317413,0
11924,9,0.36993408,4.386734,0
7173,4,0.28910828,4.6575775,0
7075,4,0.40731812,4.697159,0
,82,-10.2,-3.8,1
6036,6,0.66578674,5.1997375,0
,262,-0.2,-0.2,1
9618,4,0.6660614,4.646942,0
12575,2,0.61550903,4.4624634,0
3338,8,-0.3683319,4.7772064,0
5872,3,0.2808075,5.015152,0
,126,-0.2,0.2,1
4202,5,0.20553589,5.03508,0
12317,4,0.3653412,4.3390503,0
653,8,-3.0954895,4.54718,0
9212,4,0.39042664,4.387314,0
10986,4,0.4697113,4.4506073,0
5274,3,-0.21328735,4.8477783,0
11479,5,0.59768677,4.490509,0
11060,5,0.3667755,4.326126,0
8006,1,0.65960693,3.181427,0
10619,8,0.37408447,4.5433044,0
11220,1,0.6217804,4.5335236,0
1879,1,-1.2875061,5.2458344,0
2575,4,-0.469162,5.0937805,0
4818,0,0.6029053,5.294861,0
10645,3,0.54164124,4.587677,0
9106,2,0.44683838,4.388092,0
5966,8,0.23483276,4.6897736,0
4819,0,0.17463684,5.006592,0
7950,8,0.7591553,3.3322601,0
293,4,-2.741562,3.8390198,0
2277,10,-1.3393707,5.054489,0
8138,4,1.0536957,4.2727203,0
5107,4,0.23583984,5.1795197,0
7142,5,0.4000244,4.750885,0
,84,-9.4,-2.6,1
10154,4,0.5393677,4.6380615,0
3216,7,-0.44441223,4.75441,0
4091,3,-0.45855713,4.787262,0
7884,8,0.7699127,3.2783813,0
9321,4,0.40068054,4.4886475,0
10931,8,0.31298828,4.238922,0
5677,4,0.14233398,4.8325195,0
6313,8,0.18489075,4.841278,0
129,8,-4.495178,1.8650513,0
9749,10,0.6572876,4.632309,0
948,0,-2.7412872,3.3336487,0
11107,8,0.41992188,4.3250885,0
4817,0,0.25453186,5.383301,0
7053,5,0.42997742,4.7217712,0
,132,-0.6,-0.2,1
2843,6,-0.55274963,4.6907043,0
6544,2,0.40013123,4.907669,0
9479,6,0.55633545,4.5165253,0
3029,3,-0.457489,4.8149567,0
4408,5,0.119903564,5.1238556,0
10270,7,0.8597107,4.6879272,0
3689,4,-0.42086792,4.775955,0
11126,3,0.38839722,4.333374,0
12259,4,0.4853058,4.41098,0
4661,7,-0.10217285,5.702118,0
,286,-0.2,-0.2,1
4701,4,-0.8733673,5.132492,0
4536,7,0.16320801,5.243042,0
7489,1,0.84584045,4.620163,0
8703,13,0.41038513,4.4375763,0
9077,2,0.26713562,4.2875366,0
10915,7,0.29408264,4.2229004,0
8532,4,0.07746887,4.143936,0
5571,3,0.37532043,4.8715973,0
920,15,-2.6190033,3.2063293,0
7399,4,0.56477356,4.621414,0
9392,4,0.4147339,4.459244,0
560,5,-3.3857422,3.5427856,0
10377,5,0.45280457,4.6204376,0
6813,3,0.18455505,4.8056946,0
1644,21,-2.6154175,5.303192,0
9074,34,0.34996033,4.3378143,0
1793,15,-1.9826965,5.1231995,0
8169,4,0.7766266,4.3172607,0
5661,4,0.17390442,4.8423157,0
11872,8,0.5051575,4.412918,0
4458,4,0.14874268,5.099182,0
8415,4,-0.28935242,4.187027,0
9008,4,0.24919128,4.294876,0
6950,4,0.29457092,4.6773987,0
10884,4,0.2957611,4.3019104,0
3723,3,-0.3569336,4.8439636,0
1878,61,-1.5989685,5.3676453,0
12298,4,0.43237305,4.402466,0
1934,3,-1.2485962,5.262329,0
10662,5,0.58821106,4.5992737,0
11653,3,0.47721863,4.3539276,0
4470,8,0.17018127,5.102844,0
9954,8,0.7659912,4.6829224,0
3845,4,-0.38993835,4.8233185,0
1403,8,-0.38970947,4.665741,0
2751,4,-0.52441406,4.687149,0
4818,0,0.5167694,5.3682556,0
3450,4,-0.37342834,4.862152,0
8615,64,0.7194824,4.511429,0
8216,4,0.7542572,4.5196686,0
12341,8,0.33740234,4.3167725,0
,6,-7.8,1.8,1
1252,4,-0.0738678,4.9487762,0
11505,8,0.60832214,4.5245667,0
7474,3,0.84065247,4.7019196,0
8360,4,0.4588318,4.265991,0
,144,-0.6,-0.2,1
12305,7,0.42088318,4.393921,0
12424,5,0.5142822,4.4954987,0
2571,7,-0.54000854,5.0569153,0
,92,-5.4,-1.4,1
7938,4,0.81048584,3.3424835,0
6263,7,0.25637817,4.882614,0
4384,4,0.24206543,5.20459,0
5442,7,0.17684937,5.0345306,0
10037,5,0.63705444,4.654236,0
10095,8,0.5652313,4.6187744,0
9243,4,0.4041748,4.3809204,0
6783,6,0.5419922,5.175949,0
5958,4,0.23213196,4.7009735,0
1298,8,-0.482193,5.0878296,0
9692,8,0.62268066,4.632309,0
,194,-0.2,0.6,1
3825,8,-0.4000244,4.815262,0
4544,4,0.17900085,5.2744904,0
2283,5,-1.3367004,5.093338,0
920,0,-2.711502,3.2662811,0
1078,0,-1.3250732,3.8295288,0
5622,4,0.124572754,4.854965,0
2708,8,-0.49339294,4.8443756,0
1502,5,-0.6807709,5.4726715,0
10188,3,0.57858276,4.6565704,0
12509,4,0.6282959,4.448807,0
1981,2,-1.5923309,5.1135406,0
12255,8,0.46081543,4.389206,0
1302,4,-0.44514465,5.118698,0
,228,-0.2,-0.2,1
11806,4,0.4676056,4.425308,0
12013,8,0.4202881,4.402466,0
,288,-0.2,-0.2,1
9806,4,0.63494873,4.6107635,0
3240,4,-0.33750916,4.81398,0
4286,4,0.1608429,5.1063538,0
8083,4,0.3210144,3.1556244,0
12154,4,0.5285797,4.4527435,0
8848,1,0.4917755,4.361206,0
920,0,-2.674286,3.24115,0
11115,5,0.4000244,4.323456,0
,210,-0.2,-0.2,1
5466,4,0.2024231,5.063095,0
779,5,-4.101761,4.391678,0
3939,4,-0.4072113,4.811035,0
12552,8,0.6025696,4.4886475,0
,230,-0.2,-0.2,1
5204,3,-0.15975952,4.8484497,0
12263,4,0.49339294,4.4417114,0
4372,4,0.2635498,5.2428284,0
719,0,-5.211487,3.4803925,0
,298,-0.2,-0.2,1
10536,3,0.6648712,4.7871704,0
5798,4,0.56710815,5.14946,0
2396,7,-1.0574341,4.8931427,0
9720,4,0.7123871,4.695282,0
7302,1,-0.3569336,4.532074,0
10941,7,0.32373047,4.2808533,0
9415,8,0.3864441,4.4535217,0
5767,1,0.52212524,5.0966797,0
8020,7,0.6151123,3.1897583,0
4505,8,0.15058899,5.2108307,0
10263,4,0.8601532,4.6897736,0
10251,8,0.8740845,4.696213,0
5716,4,0.22584534,4.8105164,0
5343,10,-0.099868774,4.909027,0
223,4,-3.3212738,2.4326324,0
8772,68,-0.11053467,4.281082,0
9997,2,0.6031189,4.6799774,0
8438,8,0.4298706,4.9198303,0
2232,4,-1.1735992,5.2162476,0
2045,0,-1.6491852,4.9196167,0
8899,40,0.43170166,4.407028,0
6946,3,0.23005676,4.6572723,0
5166,9,-0.08015442,4.9205627,0
12176,3,0.4646759,4.401169,0
2490,8,-0.50575256,5.056076,0
9981,3,0.6332092,4.6416473,0
12044,7,0.55825806,4.3954926,0
3127,8,-0.522583,4.683029,0
6201,4,0.36454773,4.9101715,0
4352,3,0.19604492,5.182495,0
1155,0,-0.91134644,4.4082947,0
4044,4,-0.13426208,4.956192,0
8196,8,0.7387848,4.4287567,0
2873,4,-0.4862213,4.7156525,0
4973,7,0.19132996,5.011444,0
4818,0,0.45822144,5.1387024,0
1807,0,-1.9268951,5.1726837,0
9126,4,0.318985,4.3639526,0
8847,0,0.5137329,4.394058,0
3954,4,-0.3243866,4.8207397,0
516,3,-3.344345,3.3327026,0
,146,0.2,-2.2,1
3841,7,-0.40553284,4.838913,0
5555,3,0.29533386,4.881424,0
9908,5,0.68014526,4.6107635,0
3617,11,-0.40081787,4.8046875,0
5837,4,0.5821228,5.223816,0
4977,4,0.24055481,5.0546265,0
4126,4,0.28330994,4.9624786,0
9440,6,0.44311523,4.5055084,0
11700,4,0.6322937,4.4623566,0
2086,0,-1.2327118,5.330719,0
3492,10,-0.39193726,4.8190613,0
12411,8,0.41116333,4.433563,0
4259,8,-0.08087158,5.07045,0
,102,-1.4,1.4,1
11575,8,0.49168396,4.432892,0
,38,-17.8,-1,1
7611,0,0.39215088,3.8912964,0
2246,7,-1.2400665,5.2356415,0
2220,8,-1.1328735,5.2500153,0
3985,4,-0.3856659,4.779541,0
5138,4,-0.11553955,4.8974457,0
8986,5,0.33151245,4.3477325,0
1979,0,-1.5864105,5.1135406,0
12123,5,0.55085754,4.4958344,0
9763,8,0.5659027,4.625458,0
7329,4,-0.17903137,4.556473,0
,4,-7.8,0.2,1
35,4,-3.546753,2.096161,0
9845,5,0.69395447,4.6607513,0
7001,3,0.33442688,4.7256775,0
10243,4,0.8510742,4.699829,0
,74,-11.8,-5.4,1
11041,5,0.378479,4.363083,0
11696,7,0.6161804,4.4599304,0
7830,6,0.80262756,3.3845062,0
,240,0,-1.5,1
739,6,-3.5699158,5.506897,0
7993,4,0.7073364,3.1970673,0
2682,5,-0.43969727,4.9608154,0
988,0,-1.5542297,4.041977,0
305,8,-2.8777008,3.6634827,0
1466,4,-1.1021423,5.3012543,0
3790,8,-0.39283752,4.7886963,0
4684,3,-0.90797424,5.101532,0
8446,4,1.0769806,5.1916504,0
4540,4,0.19172668,5.2737274,0
5384,4,0.20507812,5.0550537,0
,106,-1.8,-1.8,1
9877,5,0.73760986,4.696945,0
9434,7,0.43780518,4.5173798,0
12001,5,0.38127136,4.376526,0
5012,1,0.3851471,5.1566315,0
10099,4,0.5652313,4.628067,0
10490,5,0.7588043,4.738022,0
12310,5,0.40481567,4.364151,0
1234,0,-0.4650116,4.7437744,0
12072,5,0.6480255,4.482956,0
2611,3,-0.54067993,4.947159,0
11775,4,0.4981079,4.505478,0
9939,8,0.715271,4.6576843,0
11146,4,0.47297668,4.424011,0
,196,-0.2,-0.2,1
10470,4,0.7259369,4.6999207,0
9040,3,0.33538818,4.3358,0
12540,3,0.63360596,4.5083313,0
5182,9,0.119781494,4.9557343,0
2728,9,-0.536499,4.745529,0
,172,-0.2,1,1
1777,0,-1.6225586,5.185135,0
10846,9,0.1950531,4.289566,0
10653,8,0.57133484,4.59639,0
7283,71,0.23809814,4.6455536,0
10552,4,0.6124573,4.75441,0
10599,8,0.44198608,4.595825,0
7360,7,0.40263367,4.6538544,0
2086,1,-1.5627136,5.1404724,0
10795,5,0.5324402,4.4967346,0
11594,7,0.4143982,4.427231,0
5634,8,0.08415222,4.8402557,0
4997,3,0.33255005,5.1481476,0
7350,5,0.26867676,4.606125,0
6907,8,0.3391266,4.741516,0
1588,4,-2.1307068,5.310562,0
,180,0.2,-0.2,1
7926,3,0.8060913,3.3073578,0
,90,-7.4,-2.2,1
10321,7,0.6924896,4.7174683,0
4224,8,0.23254395,4.992569,0
9364,8,0.34820557,4.4168243,0
2900,7,-0.49969482,4.6754,0
2908,4,-0.46676636,4.6692047,0
9735,1,0.743103,4.6521606,0
8814,0,0.53738403,4.3378143,0
10830,4,0.25393677,4.364105,0
8353,3,0.5140991,4.2326202,0
1684,7,-2.353363,5.4016724,0
7004,3,0.32850647,4.7256775,0
,218,-0.2,-0.2,1
31,4,-3.6223297,1.9338837,0
8423,8,-0.47184753,4.3464966,0
3409,9,-0.498703,4.8011475,0
12103,4,0.598053,4.4958344,0
3635,9,-0.32962036,4.8477783,0
7285,0,-0.19328308,4.679764,0
8814,0,0.48277283,4.360214,0
10540,4,0.63430786,4.790329,0
12333,4,0.33538818,4.2947235,0
6358,6,0.25637817,4.8431244,0
4872,0,0.14608765,5.185364,0
3412,3,-0.5226898,4.790329,0
2086,0,-1.4612885,5.2374115,0
11368,7,0.2865448,4.3268127,0
3604,3,-0.38623047,4.8046875,0
9903,5,0.69247437,4.6230774,0
2412,7,-0.9896698,4.883026,0
,80,-11,-2.6,1
1614,3,-1.8929443,5.2687836,0
7834,4,0.81700134,3.4234924,0
6645,6,0.3237152,4.9223175,0
1255,3,-0.101623535,4.96727,0
3532,4,-0.3210144,4.894211,0
5217,9,-0.12731934,4.7901,0
6282,4,0.22764587,4.8194885,0
5845,8,0.5296478,5.2083893,0
,248,-0.2,-0.2,1
,204,-0.2,-0.2,1
4333,4,0.17814636,5.1566315,0
7611,0,0.4512024,3.9508514,0
,32,-3.8,1.4,1
3232,8,-0.3691864,4.8118744,0
5896,8,0.19172668,4.9179077,0
11272,1,0.5645447,4.4256287,0
4818,0,0.4263153,5.0883484,0
11219,6,0.60383606,4.534439,0
11434,7,0.4362793,4.424179,0
9653,3,0.62986755,4.589142,0
10802,4,0.41270447,4.4535217,0
,142,-0.6,-0.6,1
2734,6,-0.536499,4.7325745,0
8925,0,0.347229,4.439316,0
6446,3,0.27174377,4.972992,0
698,0,-3.0229797,4.169388,0
1443,24,-0.46551514,4.975052,0
8775,1,0.083984375,4.1829834,0
3220,4,-0.4167328,4.7584076,0
8350,0,0.40974426,4.146652,0
7048,7,0.3930664,4.720337,0
10462,7,0.676239,4.7367554,0
,182,-0.2,-0.2,1
113,8,-4.4972534,1.420105,0
7345,4,0.18487549,4.5742188,0
6684,3,0.30619812,5.06102,0
,64,-11.4,-5.8,1
7431,8,0.7854004,4.6976166,0
6767,0,0.34555054,4.9804077,0
6122,8,0.27792358,4.8540497,0
466,4,-3.3799744,2.4409943,0
3708,4,-0.3583374,4.8233643,0
4618,4,1.0275421,5.987732,0
7301,0,-0.35481262,4.55542,0
11248,11,0.58654785,4.517151,0
8204,4,0.73760986,4.4830475,0
8512,3,-0.8339081,3.8863678,0
854,0,-2.4897156,3.631836,0
9456,6,0.4850769,4.5010986,0
4462,4,0.1696167,5.099182,0
43,8,-3.4355774,2.3521576,0
6212,8,0.3497467,4.9196167,0
1548,4,-1.5178833,5.451126,0
,78,-14.6,-3,1
5552,4,0.26211548,4.8765106,0
5143,5,-0.13415527,4.8766174,0
5849,4,0.48025513,5.1584625,0
6549,5,0.43255615,4.921509,0
6305,3,0.17539978,4.806015,0
47,4,-3.3913116,2.372589,0
6576,13,0.55215454,5.0315857,0
8924,0,0.42836,4.4394836,0
,136,-0.2,-0.2,1
,2,-9.8,2.2,1
9559,3,0.6908264,4.635803,0
8664,0,0.9715729,4.7203674,0
1031,0,-1.2233429,4.1712646,0
2990,8,-0.49150085,4.747223,0
5330,3,-0.119903564,4.8765106,0
1509,7,-0.63290405,5.459244,0
1611,9,-1.8378906,5.2854614,0
12325,8,0.34690857,4.319214,0
5247,9,-0.15582275,4.7532196,0
2618,7,-0.56251526,4.9223175,0
2771,5,-0.51623535,4.647934,0
8235,4,0.6842346,4.481476,0
1103,24,-1.9011841,3.448288,0
580,0,-3.471756,3.5627441,0
1596,8,-2.0088806,5.284607,0
10908,4,0.29249573,4.2379303,0
2239,7,-1.2029114,5.218292,0
2608,5,-0.5213623,4.980774,0
7543,3,0.707077,4.095398,0
555,3,-3.3369293,3.5890808,0
10103,4,0.57528687,4.6474,0
11281,9,0.55085754,4.4235535,0
